,json_name,pred_answer,referent,utterance,pred_correct_flag,pred_probs,implicature_type
10,CLEVR_000010.jsonl,CLEVR_000032.png,CLEVR_000030.png,Some large gray spheres are behind the large gray cylinders,0,"[0.3329627811908722, 0.29629749059677124, 0.37073972821235657]",direct implicature
11,CLEVR_000011.jsonl,CLEVR_000033.png,CLEVR_000033.png,Some large metal cubes are on the left of the small rubber cylinders,1,"[0.670481264591217, 0.29565519094467163, 0.03386354073882103]",direct implicature
12,CLEVR_000012.jsonl,CLEVR_000037.png,CLEVR_000036.png,Some large gray spheres are on the right of the large gray cylinders,0,"[0.41383957862854004, 0.4694383442401886, 0.11672212928533554]",direct implicature
13,CLEVR_000013.jsonl,CLEVR_000039.png,CLEVR_000039.png,Some metal cylinders are on the right of the rubber cubes,1,"[0.7966235876083374, 0.11612750589847565, 0.08724897354841232]",direct implicature
14,CLEVR_000014.jsonl,CLEVR_000042.png,CLEVR_000042.png,Some large blue metal cubes are behind the large brown metal cylinders,1,"[0.6899207234382629, 0.3000469505786896, 0.010032343678176403]",direct implicature
15,CLEVR_000015.jsonl,CLEVR_000045.png,CLEVR_000045.png,Some large rubber cubes are on the right of the large metal cylinders,1,"[0.6453087329864502, 0.2935229241847992, 0.06116839870810509]",direct implicature
16,CLEVR_000016.jsonl,CLEVR_000049.png,CLEVR_000048.png,Some small brown spheres are in front of the large purple cylinders,0,"[0.4650433361530304, 0.5264146327972412, 0.008542018011212349]",direct implicature
17,CLEVR_000017.jsonl,CLEVR_000052.png,CLEVR_000051.png,Some large blue metal cubes are on the left of the large brown metal cylinders,0,"[0.012898853048682213, 0.984984278678894, 0.0021168948151171207]",direct implicature
18,CLEVR_000018.jsonl,CLEVR_000054.png,CLEVR_000054.png,Some large gray spheres are in front of the large gray cylinders,1,"[0.9373301267623901, 0.0389971025288105, 0.02367279678583145]",direct implicature
19,CLEVR_000019.jsonl,CLEVR_000058.png,CLEVR_000057.png,Some small cyan rubber cubes are in front of the large gray metal cylinders,0,"[0.01582181639969349, 0.9534485340118408, 0.030729621648788452]",direct implicature
20,CLEVR_000020.jsonl,CLEVR_000060.png,CLEVR_000060.png,Some small yellow metal cubes are in front of the large gray rubber cylinders,1,"[0.6910924911499023, 0.016439002007246017, 0.29246848821640015]",direct contextual cancellation
21,CLEVR_000021.jsonl,CLEVR_000063.png,CLEVR_000063.png,Some gray spheres are in front of the gray cylinders,1,"[0.8240247964859009, 0.01211843453347683, 0.16385680437088013]",direct contextual cancellation
22,CLEVR_000022.jsonl,CLEVR_000066.png,CLEVR_000066.png,Some large gray spheres are on the left of the large gray cylinders,1,"[0.8059256076812744, 0.00467895669862628, 0.18939542770385742]",direct contextual cancellation
23,CLEVR_000023.jsonl,CLEVR_000069.png,CLEVR_000069.png,Some small cyan metal cubes are in front of the large green metal cylinders,1,"[0.9998252987861633, 1.5753348634461872e-05, 0.00015900458674877882]",direct contextual cancellation
24,CLEVR_000024.jsonl,CLEVR_000072.png,CLEVR_000072.png,Some large metal cubes are in front of the small rubber cylinders,1,"[0.8544661998748779, 0.14218439161777496, 0.0033494357485324144]",direct contextual cancellation
25,CLEVR_000025.jsonl,CLEVR_000075.png,CLEVR_000075.png,Some gray spheres are behind the gray cylinders,1,"[0.9820473194122314, 0.0006420385325327516, 0.017310630530118942]",direct contextual cancellation
26,CLEVR_000026.jsonl,CLEVR_000078.png,CLEVR_000078.png,Some large metal cubes are on the right of the small rubber cylinders,1,"[0.6212630271911621, 0.3574131727218628, 0.021323751658201218]",direct contextual cancellation
27,CLEVR_000027.jsonl,CLEVR_000081.png,CLEVR_000081.png,Some small brown spheres are behind the large purple cylinders,1,"[0.8513384461402893, 0.0667051300406456, 0.08195643126964569]",direct contextual cancellation
28,CLEVR_000028.jsonl,CLEVR_000086.png,CLEVR_000084.png,Some large purple metal cylinders are in front of the small gray metal spheres,0,"[0.10578465461730957, 0.4074491262435913, 0.4867662191390991]",direct contextual cancellation
29,CLEVR_000029.jsonl,CLEVR_000088.png,CLEVR_000087.png,Some small yellow metal cubes are behind the large gray rubber cylinders,0,"[0.1206507757306099, 0.8059766888618469, 0.07337252050638199]",direct contextual cancellation
30,CLEVR_000030.jsonl,CLEVR_000090.png,CLEVR_000090.png,Some large purple metal cylinders are behind the small gray metal spheres,1,"[0.6999533772468567, 0.005882792640477419, 0.29416391253471375]",direct contextual cancellation
31,CLEVR_000031.jsonl,CLEVR_000093.png,CLEVR_000093.png,Some gray spheres are on the left of the gray cylinders,1,"[0.8905951976776123, 0.0011698845773935318, 0.10823492705821991]",direct contextual cancellation
32,CLEVR_000032.jsonl,CLEVR_000097.png,CLEVR_000096.png,Some yellow spheres are on the left of the purple cylinders,0,"[0.39002275466918945, 0.6017147898674011, 0.008262429386377335]",direct contextual cancellation
33,CLEVR_000033.jsonl,CLEVR_000099.png,CLEVR_000099.png,Some large blue metal cubes are in front of the large brown metal cylinders,1,"[0.8628779649734497, 0.13651566207408905, 0.0006063701002858579]",direct contextual cancellation
34,CLEVR_000034.jsonl,CLEVR_000102.png,CLEVR_000102.png,Some small gray metal cubes are in front of the large brown rubber spheres,1,"[0.7625666856765747, 0.002931777620688081, 0.23450152575969696]",direct contextual cancellation
35,CLEVR_000035.jsonl,CLEVR_000105.png,CLEVR_000105.png,Some large rubber cubes are on the right of the large metal cylinders,1,"[0.902571976184845, 0.040949497371912, 0.05647857487201691]",direct contextual cancellation
36,CLEVR_000036.jsonl,CLEVR_000108.png,CLEVR_000108.png,Some large gray spheres are behind the large gray cylinders,1,"[0.9898943305015564, 0.008468491025269032, 0.001637179870158434]",direct contextual cancellation
37,CLEVR_000037.jsonl,CLEVR_000111.png,CLEVR_000111.png,Some small yellow metal cubes are on the right of the large gray rubber cylinders,1,"[0.9923359751701355, 0.007513847202062607, 0.0001501204533269629]",direct contextual cancellation
38,CLEVR_000038.jsonl,CLEVR_000114.png,CLEVR_000114.png,Some metal cylinders are in front of the metal cubes,1,"[0.992709755897522, 0.005016363691538572, 0.0022739446721971035]",direct contextual cancellation
39,CLEVR_000039.jsonl,CLEVR_000117.png,CLEVR_000117.png,Some yellow rubber cylinders are behind the green metal spheres,1,"[0.49288713932037354, 0.41147953271865845, 0.09563330560922623]",direct contextual cancellation
